gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1.0,0.0,0.0,0.0,0.26760563380281693,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.45833333333333337,0.17017655204246482,0.0
0.0,0.0,0.0,0.0,0.6901408450704226,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5984848484848485,0.4800715439649204,0.0
0.0,0.0,0.0,0.0,0.25352112676056343,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.19065656565656566,0.10094045695822756,1.0
1.0,0.0,1.0,1.0,0.33802816901408456,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.36300505050505055,0.18372951765520426,0.0
1.0,0.0,0.0,0.0,0.15492957746478872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2253787878787879,0.0662647126702054,0.0
1.0,1.0,1.0,0.0,0.5352112676056339,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8762626262626263,0.49226863604892684,1.0
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5050505050505051,0.060668128317562894,1.0
0.0,0.0,1.0,1.0,0.3098591549295775,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.41161616161616166,0.17482114008769906,0.0
1.0,0.0,0.0,0.0,0.36619718309859156,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.6666666666666666,0.010732323232323234,0.05896607431340872,0.0
1.0,1.0,0.0,0.0,0.647887323943662,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.6414141414141414,0.4438956842834064,0.0
1.0,0.0,1.0,1.0,0.35211267605633806,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.007575757575757576,0.05734479575351951,0.0
0.0,0.0,1.0,0.0,0.18309859154929578,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39267676767676774,0.10641587814447266,1.0
0.0,1.0,1.0,0.0,0.14084507042253522,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8560606060606062,0.12864643434110318,1.0
1.0,0.0,0.0,1.0,0.014084507042253521,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.00883838383838384,0.003409877682898685,0.0
0.0,0.0,1.0,1.0,0.35211267605633806,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5928030303030304,0.23670090006923614,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9715909090909092,0.9595141933994924,0.0
0.0,0.0,1.0,1.0,0.8732394366197184,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.018308080808080808,0.13737018232171708,0.0
1.0,0.0,1.0,1.0,0.9859154929577465,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.015782828282828284,0.15894876528963767,0.0
1.0,0.0,1.0,1.0,0.14084507042253522,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3983585858585859,0.0813004846526656,0.0
1.0,1.0,1.0,0.0,0.18309859154929578,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.01388888888888889,0.02421532425571198,0.0
0.0,0.0,0.0,1.0,0.16901408450704225,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.6767676767676768,0.13188899146088162,0.0
1.0,0.0,0.0,1.0,0.07042253521126761,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.020833333333333336,0.00917955227325179,0.0
1.0,1.0,1.0,1.0,0.14084507042253522,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5119949494949495,0.08729517655204247,0.0
1.0,0.0,1.0,0.0,0.23943661971830985,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3125,0.12183821832448652,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.12626262626262627,0.0019328409877682898,1.0
0.0,0.0,1.0,0.0,0.4366197183098592,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5157828282828283,0.2660858527579044,0.0
1.0,0.0,0.0,0.0,0.3943661971830986,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.1268939393939394,0.12160166166628202,0.0
0.0,0.0,0.0,0.0,0.02816901408450704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.34595959595959597,0.017505192707131318,0.0
0.0,0.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7518939393939394,0.020551580890837758,1.0
1.0,0.0,1.0,1.0,0.16901408450704225,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7702020202020202,0.13201592430186937,1.0
0.0,0.0,0.0,0.0,0.5633802816901409,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.15719696969696972,0.19144357258250636,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.003787878787878788,5.769674590352849e-06,0.0
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2878787878787879,0.04057235171936303,0.0
0.0,0.0,1.0,0.0,0.7183098591549296,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.38762626262626265,0.39139164551119315,0.0
0.0,0.0,1.0,1.0,0.619718309859155,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.05366161616161617,0.12924071082390953,0.0
1.0,0.0,1.0,0.0,0.971830985915493,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.5233585858585859,0.6052907915993538,0.0
0.0,0.0,0.0,0.0,0.7323943661971831,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.001893939393939394,0.11388183706438958,0.0
0.0,1.0,1.0,0.0,0.8591549295774649,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.3333333333333333,0.783459595959596,0.6828698361412416,0.0
0.0,0.0,1.0,0.0,0.8309859154929577,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.7386363636363636,0.6297138241403184,0.0
0.0,1.0,1.0,0.0,0.02816901408450704,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5732323232323233,0.023684514193399495,1.0
0.0,1.0,1.0,0.0,0.3098591549295775,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7512626262626263,0.26624163397184397,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10353535353535355,0.0014481883221786293,1.0
0.0,0.0,0.0,0.0,0.9295774647887325,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.4791666666666667,0.5738172167089776,0.0
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.686868686868687,0.11927071313177938,1.0
0.0,1.0,1.0,0.0,0.9859154929577465,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.600378787878788,0.6707131317793676,0.0
1.0,0.0,0.0,0.0,0.33802816901408456,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.017045454545454548,0.05677359796907455,0.0
0.0,0.0,0.0,0.0,0.056338028169014086,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.27462121212121215,0.030596584352642512,0.0
1.0,0.0,0.0,0.0,0.35211267605633806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.2569444444444445,0.14731133164089547,0.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.01388888888888889,9.808446803600233e-05,0.0
1.0,1.0,0.0,0.0,0.971830985915493,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.3333333333333333,0.18055555555555558,0.34535541195476577,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9652777777777779,0.9317274405723517,0.0
1.0,0.0,1.0,0.0,0.8309859154929577,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.7424242424242425,0.6452169397645973,1.0
0.0,1.0,1.0,1.0,0.4366197183098592,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8137626262626263,0.36912647126702053,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.6666666666666666,0.016414141414141416,0.00012116316639741503,1.0
0.0,0.0,0.0,0.0,0.18309859154929578,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.28030303030303033,0.08705285021924765,0.0
0.0,0.0,0.0,0.0,0.16901408450704225,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5681818181818182,0.11661089314562659,0.0
0.0,0.0,0.0,0.0,0.07042253521126761,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9261363636363638,0.07508077544426496,1.0
0.0,0.0,0.0,0.0,0.6338028169014085,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5580808080808082,0.41253173321024694,0.0
1.0,0.0,0.0,0.0,0.19718309859154928,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8251262626262627,0.17714631894761138,1.0
1.0,1.0,1.0,0.0,0.5915492957746479,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7411616161616162,0.4539983844911147,0.0
1.0,0.0,0.0,0.0,0.5352112676056339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.23484848484848486,0.22528848372951768,0.0
1.0,1.0,0.0,0.0,0.28169014084507044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3434343434343435,0.14047426725132706,1.0
1.0,0.0,0.0,0.0,0.7887323943661972,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.273989898989899,0.3666282021693976,0.0
0.0,0.0,1.0,0.0,0.7323943661971831,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.730429292929293,0.5600507731363951,0.0
1.0,0.0,1.0,1.0,0.23943661971830985,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6635101010101011,0.17097853681052388,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3446969696969697,0.004771520886222017,1.0
0.0,0.0,1.0,0.0,0.8028169014084507,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.3560606060606061,0.39925571197784443,0.0
0.0,1.0,0.0,0.0,0.9859154929577465,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8560606060606062,0.8533060235402724,0.0
0.0,0.0,0.0,0.0,0.47887323943661975,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.7992424242424243,0.4054004154165705,0.0
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6369949494949495,0.027457881375490423,0.0
1.0,0.0,0.0,0.0,0.5211267605633804,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8661616161616162,0.44639395338102933,0.0
1.0,0.0,1.0,1.0,0.47887323943661975,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4406565656565657,0.2851777059773829,0.0
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6957070707070707,0.06631087006692823,1.0
0.0,0.0,0.0,0.0,0.647887323943662,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5025252525252526,0.4028963766443573,0.0
0.0,0.0,0.0,0.0,0.18309859154929578,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.24305555555555558,0.08615855065774292,0.0
0.0,1.0,1.0,0.0,0.26760563380281693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.34280303030303033,0.14315139626125087,0.0
1.0,0.0,1.0,0.0,0.9154929577464789,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6313131313131314,0.6369201477036696,0.0
1.0,0.0,1.0,0.0,0.19718309859154928,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.3333333333333333,0.011363636363636364,0.03716247403646435,0.0
0.0,0.0,0.0,0.0,0.5774647887323944,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.02777777777777778,0.09527463651050082,0.0
0.0,0.0,1.0,0.0,0.22535211267605634,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5542929292929294,0.15349065312716365,0.0
1.0,0.0,0.0,0.0,0.5070422535211268,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8617424242424243,0.4337872144011078,0.0
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2297979797979798,0.06841103161781675,0.0
1.0,0.0,1.0,0.0,0.7323943661971831,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.7405303030303031,0.559560350796215,1.0
0.0,0.0,0.0,0.0,0.8309859154929577,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.05808080808080809,0.17150357719824602,0.0
1.0,0.0,1.0,1.0,0.23943661971830985,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.06502525252525253,0.05181744749596123,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5082070707070707,0.006473574890376183,1.0
0.0,0.0,0.0,0.0,0.02816901408450704,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.45328282828282834,0.020240018462958687,0.0
0.0,0.0,0.0,1.0,0.11267605633802817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.4438131313131313,0.06377221324717287,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5713383838383839,0.007090930071543965,1.0
1.0,0.0,1.0,0.0,0.7746478873239437,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.7266414141414143,0.604102238633741,0.0
1.0,0.0,1.0,1.0,0.22535211267605634,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4387626262626263,0.13049273021001617,1.0
0.0,0.0,1.0,1.0,0.14084507042253522,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.4128787878787879,0.08331410108469882,1.0
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4457070707070707,0.057990999307639055,0.0
0.0,0.0,1.0,1.0,0.9577464788732395,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.020833333333333336,0.1608412185552735,0.0
1.0,0.0,0.0,0.0,0.25352112676056343,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6407828282828283,0.17466535887375953,1.0
0.0,0.0,1.0,1.0,0.02816901408450704,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.571969696969697,0.026684744980383108,1.0
1.0,0.0,1.0,1.0,0.7464788732394366,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.02335858585858586,0.12367874451880914,0.0
1.0,0.0,1.0,0.0,0.8591549295774649,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.0422979797979798,0.16478190630048467,0.0
1.0,0.0,0.0,0.0,0.323943661971831,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.696969696969697,0.2612220170782368,1.0
0.0,0.0,1.0,1.0,0.8591549295774649,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.4570707070707071,0.49407454419570734,0.0
1.0,0.0,0.0,0.0,0.22535211267605634,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4059343434343435,0.12605585045003462,0.0
1.0,0.0,0.0,0.0,0.11267605633802817,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05303030303030303,0.019766905146549735,0.0
1.0,0.0,1.0,1.0,0.8873239436619719,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.44191919191919193,0.5110720055388877,0.0
0.0,0.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5208333333333334,0.014372259404569581,1.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2032828282828283,0.0031213939533810296,1.0
0.0,0.0,1.0,0.0,0.2112676056338028,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.23674242424242425,0.09132240941610895,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.05366161616161617,0.2090064620355412,0.0
1.0,0.0,0.0,0.0,0.4084507042253521,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6950757575757577,0.3233152550196169,0.0
0.0,0.0,1.0,0.0,0.676056338028169,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8194444444444445,0.5571832448649896,0.0
1.0,0.0,1.0,0.0,0.8450704225352113,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.513888888888889,0.5435610431571659,0.0
1.0,0.0,1.0,1.0,0.647887323943662,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6559343434343435,0.4614181860143088,0.0
1.0,0.0,0.0,0.0,0.26760563380281693,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3888888888888889,0.15921993999538425,0.0
1.0,0.0,1.0,1.0,0.46478873239436624,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.5467171717171717,0.29373413339487653,1.0
0.0,0.0,1.0,1.0,0.971830985915493,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.054292929292929296,0.19237249019155322,0.0
1.0,0.0,0.0,1.0,0.7464788732394366,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8787878787878789,0.6701880913916455,0.0
1.0,1.0,1.0,0.0,0.8450704225352113,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.787878787878788,0.6978709900761597,0.0
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.533459595959596,0.024186475882760215,1.0
1.0,0.0,0.0,0.0,0.16901408450704225,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.011363636363636364,0.029009923840295406,0.0
0.0,1.0,0.0,0.0,0.2112676056338028,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7645202020202021,0.17429033002538658,1.0
0.0,0.0,1.0,1.0,0.02816901408450704,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3276515151515152,0.0172859450726979,0.0
1.0,0.0,0.0,0.0,0.33802816901408456,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.020202020202020204,0.05972190168474499,0.0
1.0,0.0,0.0,0.0,0.4084507042253521,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3901515151515152,0.21574544195707362,0.0
0.0,0.0,1.0,0.0,0.28169014084507044,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.07891414141414142,0.07045349642280176,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.19633838383838387,0.0030579275328871443,1.0
0.0,0.0,0.0,0.0,0.19718309859154928,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.010732323232323234,0.031213939533810294,1.0
1.0,1.0,1.0,0.0,0.3098591549295775,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.6957070707070707,0.24214747288252944,0.0
0.0,0.0,1.0,1.0,0.619718309859155,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.869949494949495,0.5437456727440572,0.0
0.0,0.0,1.0,1.0,0.323943661971831,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6047979797979799,0.2324313408723748,0.0
0.0,0.0,0.0,0.0,0.14084507042253522,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6919191919191919,0.11183360258481423,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1931818181818182,0.003029079159935379,1.0
0.0,0.0,1.0,0.0,0.7746478873239437,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.845959595959596,0.6606912070159243,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5195707070707071,0.006577429033002538,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.011363636363636364,7.500576967459007e-05,0.0
0.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.5593434343434344,0.058198707592891766,1.0
0.0,1.0,1.0,0.0,0.7605633802816901,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6748737373737375,0.5523309485345027,0.0
0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.10037878787878789,0.0046445880452342485,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6395202020202021,0.7029713824140319,0.0
0.0,1.0,0.0,0.0,0.619718309859155,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6666666666666666,0.11174242424242425,0.18206785137318254,0.0
0.0,0.0,0.0,0.0,0.647887323943662,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.020202020202020204,0.1185552734825756,0.0
0.0,1.0,0.0,0.0,0.6338028169014085,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.7531565656565657,0.5083544888068313,1.0
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2411616161616162,0.00853334871913224,0.0
0.0,0.0,1.0,0.0,0.014084507042253521,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5700757575757576,0.020280406185091162,0.0
